Wind Speed (m/s),Theoretical_Power_Curve (KWh),Wind Direction (°)
11.96800995,3516.8877,286.6593933
10.18130016,2899.774098,286.7044067
9.890238762,2721.945219,309.4543152
7.576316833,1297.515896,340.2770081
7.432684898,1223.320311,342.9747009
6.610293865,849.813573,355.145813
5.903519154,592.9200765,356.1048889
5.988081932,620.9840969,353.5414124
6.361656189,752.9302299,357.825592
4.777937889,283.2617872,339.3103027
4.053524017,133.0014341,319.8710022
6.203259945,694.7330677,307.8770142
10.77999973,3189.107613,300.7345886
11.83753967,3494.396056,299.3840942
13.87798977,3600,300.0784912
13.67490959,3600,301.7744141
13.48639965,3600,304.1836853
13.90223026,3600,308.7702942
12.36859035,3567.976885,313.0103149
11.72838974,3473.24762,315.8530884
11.27873039,3362.225325,320.6523132
10.30082035,2965.398206,327.7862854
9.521512985,2456.841652,325.6888123
8.707262039,1957.255513,316.2615967
9.341368675,2365.96472,335.9663086
10.24757004,2936.672627,329.4930115
12.94248962,3597.621733,327.7185974
12.3227396,3563.450162,322.9736938
11.50199032,3422.311458,323.4341125
10.96990967,3261.714285,323.1066895
13.94606972,3600,328.8796082
11.63932991,3454.370115,340.1600952
13.09397984,3600,336.5418091
13.20821953,3600,337.4164124
13.23052979,3600,335.156311
13.09171009,3600,335.717804
14.07653999,3600,339.5177917
13.58356953,3600,335.2833862
12.32940006,3564.128356,334.3042908
11.74857044,3477.32103,347.049408
10.35511017,2993.852582,343.444397
10.74911022,3176.476623,343.7547913
11.08038998,3300.092803,347.5880127
8.146767616,1615.131078,345.7719116
9.627272606,2537.700008,347.984314
11.30058002,3368.556193,353.1384888
7.037886143,1033.135298,340.4310913
7.720163822,1374.051459,326.1983948
8.469733238,1809.36255,316.8187866
8.98711586,2135.68833,316.1379089
10.51931,3074.945227,312.6565857
5.672593117,520.0471051,0
7.414168835,1213.90503,0
5.758337021,546.4771274,311.8944092
10.14688969,2880.103539,313.1231995
11.93192005,3510.964473,310.5552063
8.849276543,2047.316146,327.2435913
8.863771439,2056.567703,333.1460876
9.080544472,2196.039027,329.5295105
8.7970047,2014.040998,332.4364929
7.070391178,1047.99357,331.0291138
7.072350979,1048.89379,323.8938904
8.076213837,1573.938656,325.2088013
8.401921272,1767.868664,319.5968933
10.35634995,2994.492676,317.2936096
10.23717022,2930.966994,315.6564941
10.04368019,2818.963427,317.5245972
9.155170441,2244.46509,317.5994873
9.343402863,2367.296313,317.0441895
8.501379013,1828.844052,315.2524109
8.207715034,1651.094826,314.0604858
8.515583992,1837.61234,311.6856995
8.602845192,1891.783381,304.3237
9.823542595,2677.413578,304.2207031
10.54349041,3086.272362,302.7828064
10.78544044,3191.308104,303.8739929
11.25084019,3353.998624,303.0899048
11.57678986,3440.221493,306.3843994
11.03456974,3284.511404,309.5044861
11.41563034,3400.265707,304.7731018
11.60869026,3447.531454,305.9494934
10.4153204,3024.444849,310.9021912
10.48163986,3056.988703,312.5010071
10.15415001,2884.28323,311.4854126
10.71370029,3161.706831,313.5266113
11.06882954,3296.206021,310.4171143
10.21675968,2919.677655,314.7926025
10.08705044,2845.050548,310.3572083
12.2658596,3557.370725,306.1896973
12.64659977,3588.462345,306.579895
12.83852005,3595.85126,304.4360962
13.38516998,3600,304.8460083
12.7238903,3592.087939,308.1557922
13.30757999,3600,307.0759888
12.19513988,3549.086524,310.7177124
12.1374197,3541.720525,311.6582947
14.55327034,3600,308.2829895
13.22478962,3600,308.9841003
12.93297005,3597.524002,309.2770081
12.44639015,3574.904027,309.530304
11.58417034,3441.930044,306.6090088
11.64247036,3455.061017,305.0119019
11.50924015,3424.095048,305.2717896
10.65548038,3136.739675,302.9309082
10.84654045,3215.52596,302.78479
10.12637043,2868.205406,299.3941956
10.17082024,2893.820603,298.6253967
10.17496967,2896.181733,298.5469971
9.652897835,2556.693862,299.0238953
8.998849869,2143.249481,299.6021118
8.385495186,1757.871002,298.6570129
8.056279182,1562.38835,296.8511047
8.380045891,1754.559029,295.5624084
8.971438408,2125.594897,296.7059021
8.662276268,1928.965463,296.3276978
8.354442596,1739.029697,294.4421082
8.563171387,1867.089895,291.7453918
8.432193756,1786.348993,289.1264038
8.779360771,2002.841478,288.9827881
8.328128815,1723.124984,285.9241943
8.891530037,2074.3134,285.2685852
9.338321686,2363.970281,285.9837952
9.190099716,2267.190451,287.2172852
9.375279427,2388.172328,288.9096069
8.370944977,1749.032953,286.8005066
9.475275993,2453.756062,286.7284851
8.88515377,2070.233889,288.0293884
8.575396538,1874.687769,283.3039856
9.376974106,2389.28265,285.6900024
10.42763996,3030.580889,290.8797913
9.52431488,2459.035747,289.7142944
7.934294224,1492.597141,284.5707092
8.751437187,1985.151498,282.6917114
8.683469772,1942.278172,279.4653931
8.463358879,1805.447315,275.6379089
8.006806374,1533.896845,273.0903015
7.816898823,1426.950788,270.1572876
8.003235817,1531.850268,268.1140137
8.136206627,1608.934585,263.1706848
7.906156063,1476.722779,260.8602905
8.215823174,1655.904973,258.9601135
7.263844967,1139.327097,259.7250061
7.131020069,1076.076382,261.8456116
7.081241131,1052.983705,258.7923889
7.199962139,1108.605332,260.8742981
7.593225956,1306.37557,256.0495911
7.530333042,1273.612806,240.6430054
7.646729946,1334.652897,229.4642944
7.596474171,1308.081765,237.1885071
6.977388859,1005.842478,231.7776031
6.480071068,798.2174799,241.8280029
5.404243946,441.8710789,261.9128113
5.032320023,343.9794316,247.4924011
5.109350204,363.3246821,232.811203
5.6901021,525.3852237,229.0980072
5.912436008,595.8436108,233.6916962
6.047336102,640.0732968,232.3768005
7.132184982,1076.620718,241.1782074
6.894220829,969.0730145,235.1273041
6.721180916,895.2644566,229.7277985
7.302240849,1158.066516,225.1784973
7.679698944,1352.258402,213.4264069
7.820057869,1428.69688,214.0395966
7.981834888,1519.611486,207.7124023
9.5179739,2454.066198,195.7140961
8.872335434,2062.038609,193.3562012
8.194050789,1643.002035,197.2568054
8.389312744,1760.192643,203.6006927
7.867239952,1454.911782,211.3800049
9.015352249,2153.892584,210.4503021
10.06519985,2831.979663,207.3766022
9.478236198,2455.699318,216.1847992
9.443806648,2433.103222,220.3641052
9.915575027,2738.481746,224.9049072
9.946136475,2758.153827,222.6770935
9.612821579,2526.886784,221.4987946
9.271640778,2320.369398,221.7924957
8.729299545,1971.157905,225.2133942
8.514296532,1836.817038,229.1083984
8.042818069,1554.611404,227.7906952
7.998122215,1528.921551,228.7805939
7.82075882,1429.08447,232.6331024
7.701767921,1364.119028,227.2218018
7.232945919,1124.396908,229.9170074
7.799517155,1417.364176,214.4631042
8.068408012,1569.411175,207.2785034
8.023237228,1543.331681,209.8536987
7.650700092,1336.765719,214.6781006
7.798561096,1416.837896,215.4889069
7.693466187,1359.65032,214.5012054
7.341538906,1177.463819,218.2581024
7.149240017,1084.610877,212.9714966
6.80074501,928.7578487,211.0314026
7.007542133,1019.387606,211.1038055
8.060360909,1564.750104,196.5700073
9.451814651,2438.357739,193.1701965
9.95773983,2765.544631,197.1739044
9.675568581,2573.306441,199.4492035
9.428436279,2423.019941,199.3757019
9.30550766,2342.502681,199.5187073
9.062857628,2184.589189,204.6260071
9.62503624,2536.031428,197.5493011
10.13665962,2874.187417,196.6049042
10.2811203,2954.866047,198.1136017
10.33848953,2985.229736,196.1130981
10.65775013,3137.729106,199.1374054
10.48392963,3058.091042,200.4848022
11.28392982,3363.740901,199.5195007
11.28147984,3363.027463,196.667099
11.83201981,3493.378177,195.7673035
11.87067986,3500.393037,196.7118988
12.53730965,3581.814787,195.2817993
12.51721001,3580.39586,195.0749054
12.25798035,3556.487744,194.6618958
10.80957031,3200.980374,195.8155975
11.31013966,3371.294743,194.5211029
11.06058025,3293.414224,193.8394928
10.47175026,3052.211444,192.2420959
10.79734039,3196.095825,188.3572998
10.8801899,3228.48006,187.9172974
11.11301994,3310.903101,188.9225006
10.78870964,3192.626846,189.969696
10.85114002,3217.312622,190.1759949
11.30603027,3370.119857,191.6307983
11.48431015,3417.918511,186.7321014
11.22360039,3345.804932,186.9889069
11.96625042,3516.60415,186.2742004
12.99526978,3597.929699,185.5912018
12.83281994,3595.709238,187.4208069
12.82299042,3595.453292,189.0325012
11.8953104,3504.724057,190.8890991
12.54769993,3582.524218,191.8455963
12.77233982,3593.912217,195.0704041
13.36231041,3600,198.2960052
13.10727024,3600,197.5151062
12.76441002,3593.637138,198.6925964
11.93778992,3511.943259,199.2462006
12.44437027,3574.736074,199.0126038
12.71996021,3591.924865,198.0005035
12.89838028,3597.059934,200.0679016
12.89050961,3596.93042,196.5632935
12.85719013,3596.283589,197.7631989
13.18183041,3600,194.3919983
13.46082973,3600,189.2046051
13.79345989,3600,190.949707
14.16394997,3600,192.469696
14.53314018,3600,190.0625
14.35881042,3600,190.4277039
13.71555042,3600,189.2969055
13.08493996,3600,192.2447052
13.02464008,3600,191.6195984
14.06459999,3600,190.3889008
14.4723196,3600,194.7321014
14.36252022,3600,195.7825012
14.96138954,3600,193.5458984
15.60309029,3600,193.3112946
15.87666035,3600,192.7980957
16.11577034,3600,192.2203064
15.54263973,3600,191.5169067
14.12543011,3600,193.6159058
13.43780041,3600,206.0621033
14.4678297,3600,206.0381927
15.54135036,3600,202.3083038
16.76935959,3600,200.8657074
17.26627922,3600,198.5910034
16.93868065,3600,200.3607025
16.42012024,3600,201.8115997
15.99555016,3600,203.4376068
16.07550049,3600,205.3276062
16.52663994,3600,207.3278046
15.9436903,3600,208.0803986
15.44822979,3600,206.5290985
15.03940964,3600,206.7046051
15.07995033,3600,207.1622925
14.84092999,3600,207.5623932
14.39649963,3600,207.6694031
14.72593021,3600,206.536499
15.16075039,3600,208.0659027
14.4108696,3600,208.430603
13.95726013,3600,208.8464966
14.53089046,3600,208.1793976
14.52877045,3600,211.405899
15.11147976,3600,209.3780975
15.90729046,3600,207.7857971
15.72052002,3600,205.289505
15.61499977,3600,206.9315948
15.75347042,3600,208.1815033
15.80926037,3600,208.5229034
15.85214043,3600,208.5391998
15.43144989,3600,208.1343994
15.42576981,3600,205.449295
15.87899017,3600,202.0494995
17.09161949,3600,196.6071014
18.67205048,3600,197.7825928
19.99786949,3600,201.1983032
20.31185913,3600,202.2225037
20.27668953,3600,201.6528015
19.91935921,3600,200.1748047
19.31337929,3600,202.3961029
18.49593925,3600,203.6903076
19.39694023,3600,203.396698
19.76767921,3600,202.3159027
19.33650017,3600,201.2467957
18.80958939,3600,201.4812012
18.52924919,3600,202.4523926
18.25728035,3600,201.4546051
18.3217907,3600,199.571701
18.2102108,3600,196.2476959
18.1878109,3600,198.1363068
18.01350021,3600,200.7908936
16.89113998,3600,197.7761993
16.74682999,3600,198.7743988
17.05978966,3600,199.6508942
16.42974091,3600,200.0679932
15.33104038,3600,197.8103027
15.77408981,3600,197.7586975
16.1196003,3600,197.248703
15.37012005,3600,198.2969055
16.35548973,3600,198.3663025
16.71338081,3600,197.995697
17.28745079,3600,196.087204
16.2311306,3600,196.1548004
16.31561089,3600,196.1405945
15.60042953,3600,194.9105072
15.02898979,3600,191.746994
14.91215038,3600,190.3838043
13.88022041,3600,187.5505981
14.8550396,3600,191.0809021
13.55877972,3600,189.7413025
13.33603954,3600,187.6459045
14.12438011,3600,191.1148987
14.61124992,3600,189.9510956
14.91930008,3600,187.9125977
15.96123981,3600,188.3468018
16.07723045,3600,192.0561066
14.29209995,3600,196.5836029
13.73548985,3600,196.482193
10.84545994,3215.105509,191.9427948
12.99057961,3597.91834,187.5036011
13.33003998,3600,192.0041046
13.37537003,3600,193.8780975
12.30828953,3561.954594,195.5231934
11.51070023,3424.453007,196.8094025
12.72340965,3592.068117,196.563797
11.97964001,3518.748473,193.0852051
10.29611969,2962.895184,186.6916046
12.1737299,3546.418127,186.1661987
13.93437958,3600,190.738205
14.16158009,3600,188.0886993
16.11827087,3600,190.8735962
14.56921959,3600,188.4051971
16.58921051,3600,190.2716064
16.37685013,3600,188.8040924
17.77539063,3600,193.235199
18.27527046,3600,190.3367004
17.93314934,3600,188.2124023
19.27253914,3600,188.2003937
19.61834908,3600,189.1118011
18.88689041,3600,189.0514984
18.44672966,3600,192.1636047
17.50954056,3600,190.7727966
16.73324966,3600,191.883606
15.72369957,3600,192.1914978
15.17525005,3600,190.345993
16.61687088,3600,192.3731995
17.47771072,3600,191.4544983
17.88133049,3600,191.1670074
16.89949036,3600,192.3462982
16.76930046,3600,193.5404053
18.08151054,3600,198.3453064
17.68224907,3600,196.8264008
17.22649956,3600,192.2294006
17.67787933,3600,200.954895
17.01161957,3600,202.1734009
16.47306061,3600,197.3950958
16.39751053,3600,196.7691956
16.5524807,3600,198.6636963
16.17012024,3600,197.2940979
16.61421967,3600,196.4445953
17.02033997,3600,200.4676971
17.81421089,3600,205.8148956
16.72656059,3600,204.517807
15.9660902,3600,208.1553955
17.13308907,3600,205.0715027
17.03112984,3600,203.7052002
16.98892021,3600,204.1192017
17.21199989,3600,205.107193
17.47187042,3600,205.3793945
17.40415955,3600,208.5301056
18.66176987,3600,209.658905
18.54068947,3600,208.184906
18.61679077,3600,209.4259949
19.32556915,3600,206.3117981
19.00709915,3600,207.8766937
18.72890091,3600,210.5007935
18.53861046,3600,209.6844025
19.27193069,3600,207.3446045
20.34328079,3600,206.438797
19.26543999,3600,205.4568024
20.27224922,3600,205.1062012
20.0963192,3600,204.8791962
20.04124069,3600,207.9929047
19.3098793,3600,207.3195038
19.99360085,3600,211.658493
21.95161057,3600,213.1217041
20.96921921,3600,210.6195984
21.77313995,3600,208.3820038
22.05632973,3600,208.3419037
21.99543953,3600,209.0261993
20.63515091,3600,212.2075043
14.97208023,3600,228.7891998
11.70417023,3468.259993,261.4454956
8.622097015,1903.803317,254.8376007
8.983177185,2133.151585,247.0236053
8.342201233,1731.623633,246.5848999
8.499343872,1827.589007,246.8200073
8.435540199,1788.39621,246.2059937
12.08154011,3534.064176,232.6327057
13.07151985,3600,227.7355042
12.16359043,3545.128192,225.0088043
14.05066013,3600,217.811203
11.67943954,3463.054939,219.1461029
12.43836021,3574.232606,221.5821991
11.53977966,3431.495542,219.2472992
11.22556019,3346.399706,221.1925049
11.14945984,3322.698038,217.4358978
10.9698801,3261.703642,214.2369995
10.99020958,3268.974352,212.5903931
12.86363029,3596.421062,210.8997955
13.78942966,3600,210.4217987
12.33753014,3564.946668,210.2532043
12.19414997,3548.964801,209.5493927
13.40614033,3600,212.2375031
13.48206043,3600,212.7509003
13.33469009,3600,213.5738068
13.55101013,3600,214.7402954
13.23910046,3600,216.9479065
12.78547001,3594.34753,215.4546967
13.88943005,3600,220.466095
15.39008999,3600,218.2850037
13.0715704,3600,215.9972992
11.96376991,3516.203504,217.7393951
11.38780975,3392.845766,216.7725983
11.07409954,3297.981572,216.0818939
10.41252041,3023.044439,211.2230072
10.72824001,3167.809211,210.8934021
9.340424538,2365.346707,209.3493042
9.437204361,2428.771635,207.0529022
9.454656601,2440.22268,204.0995026
8.975119591,2127.963996,207.457901
10.04986954,2822.721699,198.1625977
9.134529114,2231.052694,197.3816071
8.091968536,1583.094954,201.260498
9.720999718,2606.061762,199.6873932
10.65167999,3135.080064,199.8244019
10.69112968,3152.129051,198.0520935
9.91208744,2736.217762,195.7677002
10.00693989,2796.409484,192.7487946
10.78855991,3192.566506,189.8200073
11.96621037,3516.597689,188.9161987
11.47566986,3415.749263,185.5930023
10.07833004,2839.851577,185.2926025
11.18597984,3334.228199,185.531601
12.36946011,3568.059552,186.9369965
13.01047039,3600,186.2631073
13.60538006,3600,182.2144928
14.24580002,3600,180.5995026
14.33705044,3600,175.559494
14.32849026,3600,173.4860992
14.09694958,3600,178.8554993
14.11285019,3600,178.5003052
13.54226017,3600,183.6672974
13.55580997,3600,184.4938965
13.56587029,3600,191.3428955
13.94935989,3600,198.5944977
11.8768301,3501.484528,192.7613068
11.60548973,3446.806826,190.4589996
12.5489502,3582.608481,186.673996
12.16732979,3545.605876,182.7035065
13.13903046,3600,177.9221039
14.10027027,3600,176.9927979
14.81103039,3600,177.9779053
15.27003002,3600,179.9277039
14.9907198,3600,178.8928986
13.91779041,3600,174.6092987
13.94892979,3600,171.335495
12.93955994,3597.593032,167.8535004
13.73659992,3600,169.2626038
14.53211021,3600,172.4120026
15.16981983,3600,176.1289063
14.82614994,3600,174.5986023
14.65530968,3600,175.3993988
14.34951973,3600,175.5023956
15.01305962,3600,178.8862
14.90837002,3600,181.6448975
14.50492001,3600,181.7971954
14.82950974,3600,179.1573029
14.36627007,3600,177.8170013
13.74201012,3600,176.9127045
13.32293987,3600,177.1412048
13.22727013,3600,177.622406
14.0426302,3600,179.1038971
14.37112045,3600,179.6499023
13.97877026,3600,179.6826019
13.14190006,3600,177.4600983
12.66765976,3589.537905,175.6038971
13.06529999,3600,179.3728943
12.81439018,3595.217881,178.8058929
12.52762985,3581.139117,176.7583008
11.71839046,3471.201554,175.6287994
11.73499012,3474.588114,175.9835968
11.17162037,3329.729111,178.2604065
10.75448036,3178.689397,177.9414978
11.26473999,3358.119096,178.1213074
12.01992989,3525.015151,176.326004
11.60406971,3446.484696,178.2456055
11.31307983,3372.133196,178.3757935
11.46584988,3413.265906,179.2342072
11.54362965,3432.415604,179.1685028
11.40635967,3397.810533,180.1802979
11.7031002,3468.037137,181.8067017
11.0546999,3291.414827,179.0998993
10.32450962,2977.916684,177.2841034
11.05889034,3292.840427,175.7825012
11.00351048,3273.680029,174.8567963
10.90847969,3239.162867,175.6791992
10.02682972,2808.671456,179.6143951
9.855160713,2698.706213,181.0021973
10.54619026,3087.527491,178.5460968
9.629840851,2539.614033,178.8876038
8.931996346,2100.247392,175.8430939
8.611812592,1897.379216,175.5021057
8.500665665,1828.404105,174.4626007
9.584399223,2505.403398,172.8134003
9.466374397,2447.913034,170.8061981
10.00924969,2797.839799,174.7348938
10.91191006,3240.445416,175.4264069
11.20075989,3338.812597,174.3009033
11.29767036,3367.718884,173.9528046
11.08071995,3300.203306,175.1248016
11.5300703,3429.162431,175.7156982
11.9011097,3505.728252,174.0449982
12.26673031,3557.467688,175.485199
12.70188046,3591.145387,177.5617981
11.74359035,3476.322759,174.7274933
12.03966999,3527.984411,175.5404053
11.38191986,3391.25478,176.8054962
10.39931965,3016.413014,177.5868988
10.08922958,2846.346097,174.6719971
9.065434456,2186.256644,175.3992004
8.814731598,2025.309797,173.2458954
8.54533577,1856.023392,172.4803925
7.288403988,1151.289285,169.8627014
7.329030037,1171.265417,167.7003937
7.227974892,1122.007341,169.7761993
7.277472019,1145.954047,179.218399
5.864152908,580.1126189,177.9024963
7.024084091,1026.867508,182.623703
7.502579212,1259.322711,184.5115967
6.369458199,755.8669038,190.1306
4.900321007,311.8840705,209.9828949
3.534003973,55.90094659,214.7071991
3.548079014,57.56977687,217.4920959
3.047133923,17.68601406,255.8117981
2.261464119,0,283.8510132
1.554723978,0,339.1502075
1.490911961,0,256.5985107
1.921826959,0,197.4042969
1.849568009,0,123.6634979
2.696182966,0,60.44152069
4.92156601,316.9621758,116.7015991
3.358344078,37.73984876,113.1604996
2.96389389,0,93.01822662
3.364407063,38.28442658,104.1334
3.279001951,31.15542954,101.3991013
3.556868076,58.6279428,97.72010803
3.881283998,106.3340068,94.27866364
4.181203842,157.3974927,100.3161011
4.536550045,229.7764473,101.1624985
4.217517853,164.4814695,108.0179977
4.332076073,187.2765894,111.2207031
6.69343996,883.7609536,118.9539032
6.073493004,649.0613235,119.5711975
3.915900946,112.4187936,114.4905014
5.019011974,340.6839831,119.2288971
4.954892159,324.9949323,119.9542007
5.091563225,358.8163308,118.3132019
4.683157921,261.8072308,116.1139984
3.694231987,76.77206773,109.6973038
3.898673058,109.366599,113.8943024
5.762102127,547.6544464,119.9645996
5.825852871,567.8062279,121.7799988
4.091304779,140.1396573,115.4773026
3.788979053,91.04636546,114.5623016
3.515981913,53.81040794,105.6826019
3.198690891,25.51635414,107.2205963
5.561090946,486.7466954,97.98235321
5.462802887,458.3628622,93.70612335
5.453619957,455.7562765,77.3428421
4.330670834,186.9927263,52.3116188
3.580082893,61.48234564,46.03536987
3.714044094,79.63812847,50.16820908
3.905025005,110.486421,37.93881989
4.126790047,146.9051377,36.19710922
4.694416046,264.3241425,40.25667953
4.728637218,272.0264887,41.1987915
5.184467793,382.6437972,46.12997055
4.257061958,172.2720454,48.37517166
4.12612009,146.7768506,42.54587936
3.721698999,80.76232364,37.08604813
5.145188808,372.4850426,32.57294846
5.89201498,589.1605687,21.29009056
6.84740591,948.7502154,16.60576057
7.166333199,1092.658046,15.99580956
6.650352001,866.0698566,16.16235924
6.984970093,1009.237209,20.54330063
6.133815765,670.0680956,24.34967041
6.353196144,749.7533485,12.91215038
6.803339005,929.8624285,14.09144974
7.060925961,1043.652828,15.09654045
7.234548092,1125.1678,16.25053978
7.595765114,1307.7092,18.16667938
7.31065321,1162.200177,17.75061035
7.450623989,1232.491424,19.66926956
6.819717884,936.8554738,16.23527908
6.963112831,999.4695939,13.19225025
6.844097137,947.3239116,14.15942001
6.95676899,996.6458839,13.70293999
6.922727108,981.5792496,13.46763992
7.482796192,1249.061562,12.52355957
7.770907879,1401.662155,13.04318047
8.166786194,1626.905555,13.80333042
7.552439213,1285.06894,13.65089035
6.908615112,975.3755436,11.4514904
7.089942932,1056.996976,12.12703037
7.37702322,1195.170747,14.06521034
6.714872837,892.64079,14.83670044
5.568486214,488.918654,1.788643956
6.285738945,724.6995229,7.86097908
5.593732834,496.3723698,6.704555035
6.038040161,636.8966372,1.38626802
7.558160782,1288.04463,4.153283119
7.508734226,1262.482869,8.352301598
10.70635986,3158.605958,14.04981041
9.816924095,2672.914654,10.63728046
10.47939014,3055.904273,10.57371998
9.854119301,2698.010134,9.166391373
10.70331001,3157.313618,9.642766953
11.06853008,3296.104943,8.981122971
11.55688953,3435.562446,6.353610039
11.99322033,3520.891824,6.038497925
11.61655045,3449.302798,7.628939152
11.17588043,3331.06852,12.33102989
10.5001297,3065.849839,11.5274601
11.01255989,3276.858494,6.734075069
11.83936024,3494.730579,5.951634884
10.40114021,3017.330435,9.345604897
10.29329014,2961.385456,12.45792007
10.81182003,3201.874942,12.26329994
9.824960709,2678.375651,13.23538017
9.924949646,2744.547926,15.77433014
14.01473045,3600,12.36909962
14.24232006,3600,11.87831974
13.33162022,3600,13.59988022
14.53044987,3600,13.03931046
12.02888012,3526.36963,21.59878922
10.50642014,3068.84361,16.9619503
12.04881954,3529.338242,10.28884029
11.95944977,3515.503185,12.41444969
12.19530964,3549.107382,7.171991825
12.50780964,3579.711125,9.038183212
11.2603302,3356.81627,11.06521034
11.41870022,3401.074894,10.54109001
11.1361599,3318.426836,10.1101799
11.10354042,3307.786856,11.28689957
11.14325047,3320.708745,10.78277016
11.35791016,3384.696113,10.62376022
10.59714031,3110.855035,10.36289024
10.99598026,3271.020912,9.971414566
13.54251957,3600,9.68595314
9.8876791,2720.263016,14.33030987
8.960214615,2118.375113,16.11914063
8.754008293,1986.778528,16.72706985
8.928613663,2098.076662,13.24578953
8.722040176,1966.575214,16.71371078
8.100255966,1587.921223,19.38726997
8.651689529,1922.325725,15.3783102
8.739006996,1977.290738,11.06573963
7.90551281,1476.360895,17.24731064
8.16013813,1622.991141,14.4426899
8.221400261,1659.217019,16.29125023
8.381188393,1755.253223,12.4711504
8.003151894,1531.80218,16.74297905
8.305521965,1709.506688,16.66503906
9.682261467,2578.176674,18.49327087
13.04911995,3600,18.75563049
13.33547974,3600,18.48802948
14.29728031,3600,17.99374962
13.74602032,3600,17.80664063
14.58283043,3600,18.70454979
12.5420599,3582.141158,19.05341911
13.19886971,3600,18.94577026
14.73484039,3600,17.76242065
13.07166004,3600,18.83336067
13.98104,3600,17.8300705
14.60042953,3600,17.79231071
13.03343964,3600,18.5041008
14.63099957,3600,17.85930061
13.65872002,3600,17.0394001
14.64299965,3600,17.42837906
13.90507984,3600,17.58143044
13.38317966,3600,17.50226974
13.11281013,3600,17.66020966
13.89482021,3600,17.15175056
13.79570961,3600,17.14410019
11.49588013,3420.800229,15.85328007
11.53145027,3429.495148,13.99147987
10.82936001,3208.807454,12.19351959
8.683794022,1942.482061,11.89682961
7.851237774,1445.992388,13.53034973
7.830850124,1434.670739,11.00459003
7.859854221,1450.791482,11.59463024
7.09462595,1059.160892,12.65194988
7.967723846,1511.567962,14.62598038
8.456531525,1801.257195,14.97185993
7.92181921,1485.548609,16.38295937
8.272549629,1689.721836,17.38105011
7.622808933,1321.96505,25.55541992
7.783967972,1408.818146,23.32928085
8.016782761,1539.622115,19.74892044
8.964058876,2120.847362,24.69137955
7.574865818,1296.757367,29.25230026
7.321022987,1167.309601,26.55146027
7.280210018,1147.288715,26.11904907
7.510736942,1263.512227,28.17355919
6.77464819,917.6897686,26.65904045
7.38744688,1200.407279,26.87031937
8.685851097,1943.775705,27.16488075
8.064143181,1566.94008,29.4704895
8.238451958,1669.360737,28.19636917
8.26156044,1683.148634,30.76291084
8.415088654,1775.898195,31.29161072
10.91856956,3242.927392,22.46677971
10.29257965,2961.006011,24.50919914
9.760771751,2634.156907,24.41461945
10.57497978,3100.792208,23.74843025
9.358519554,2377.194104,23.3566494
8.432229042,1786.370575,24.30385017
8.522649765,1841.979167,22.77417946
9.798683167,2660.440013,22.91703987
9.898097038,2727.096382,23.66320038
8.296795845,1704.261604,25.09939003
8.593851089,1886.176167,25.66500092
8.697694778,1951.228833,24.0476799
5.230813026,394.7927616,25.59081078
5.071714878,353.8149708,26.75842094
8.523942947,1842.778769,15.92930984
8.148939133,1616.406491,19.45182037
8.567489624,1869.772505,18.57851982
6.913377762,977.4664808,18.8703804
7.389925957,1201.65505,14.25747967
8.59488678,1886.821578,12.34016037
9.208654404,2279.276314,12.20396042
9.427689552,2422.530147,12.04675007
8.685306549,1943.433227,13.24295998
9.245710373,2303.440306,11.22809982
8.672726631,1935.526442,14.24001026
7.956357002,1505.104025,19.34700012
8.933514595,2101.221845,20.5672493
8.32735157,1722.656066,23.31464005
7.892660141,1469.139767,21.97385979
9.264824867,2315.918,21.05275917
8.129323006,1604.901446,23.07291985
9.680261612,2576.72306,22.10531044
9.887129784,2719.901729,26.45495987
8.479008675,1815.065034,25.12997055
8.78726387,2007.855924,26.46229935
8.064009666,1566.862749,28.5475502
8.180094719,1634.75406,27.41160965
8.922304153,2094.029099,27.17778015
9.447174072,2435.312696,28.5717907
8.286074638,1697.826183,27.67630005
8.389473915,1760.290684,29.7092495
7.442495823,1228.329985,26.45871925
8.345222473,1733.450354,24.00534058
8.424123764,1781.415623,23.58496094
8.986639977,2135.381799,23.54217911
8.936185837,2102.936568,22.7503891
8.47029686,1809.70888,22.58308983
7.684916019,1355.05679,24.23019981
6.427991867,778.1106614,28.25568962
6.46745491,793.3191774,29.05591011
7.640936852,1331.573524,26.7710495
7.997700214,1528.679979,27.95676041
7.980175018,1518.664243,26.19972992
8.207766533,1651.125359,23.05999947
8.054228783,1561.202585,22.95747948
7.658514977,1340.930439,21.79112053
7.853693962,1447.359552,22.73139954
7.084617138,1054.539543,24.98456955
7.806271076,1421.085031,25.97666931
6.412228107,772.0833291,25.9822197
6.922093868,981.3003469,26.63614082
7.96156311,1508.062854,26.68088913
8.65271759,1922.970195,25.58919907
8.809163094,2021.768186,25.88405037
7.714790821,1371.146151,26.90605927
8.025324821,1544.532394,26.77140999
8.932508469,2100.576075,27.7739296
8.806694984,2020.198968,26.77947998
9.426843643,2421.975305,27.17410088
10.05187035,2823.934093,28.08600998
9.440234184,2430.759359,28.86985016
10.02945995,2810.283758,28.04342079
9.801087379,2662.090554,27.94960976
10.38739014,3010.3788,27.86804008
10.28464031,2956.756084,28.09096909
8.699566841,1952.407671,33.37796021
8.643825531,1917.398138,33.43172836
9.344672203,2368.12727,32.58560181
8.562912941,1866.929381,32.6596489
10.14035034,2876.325405,34.18659973
